cloudinary_url,selected_candidate,match_type,matched_file_count,matched_files,occurrence_count,repo_references
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757622805/afrotide_g6egnn.jpg,afrotide_g6egnn.jpg,exact_filename,1,afrotide_g6egnn.jpg,1,src/pages/hb-home.js:31
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1757622961/32east_hvuk3u.jpg,32east_hvuk3u.jpg,exact_filename,1,32east_hvuk3u.jpg,1,src/pages/hb-home.js:29
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1759497151/UNBS_QMark_Logo_v8hbbz.png,UNBS_QMark_Logo_v8hbbz.png,exact_filename,1,UNBS_QMark_Logo_v8hbbz.png,1,src/pages/hb-home.js:968
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1759497155/TUNADO_logo_ssjqo4.png,TUNADO_logo_ssjqo4.png,exact_filename,1,TUNADO_logo_ssjqo4.png,1,src/pages/hb-home.js:956
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1759497169/random-institute-zXu9RsYKgHA-unsplash_qcpgiy.jpg,random-institute-zXu9RsYKgHA-unsplash_qcpgiy.jpg,exact_filename,1,random-institute-zXu9RsYKgHA-unsplash_qcpgiy.jpg,1,src/pages/hb-home.js:731
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1759499097/karuna-brand_cgruz0.png,karuna-brand_cgruz0.png,exact_filename,1,karuna-brand_cgruz0.png,1,src/pages/hb-home.js:26
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1759499163/Logo-Black_e2b52c60-8cb6-4ed1-81ff-c0a86bb0795f_acagzq.svg,Logo-Black_e2b52c60-8cb6-4ed1-81ff-c0a86bb0795f_acagzq.svg,exact_filename,1,Logo-Black_e2b52c60-8cb6-4ed1-81ff-c0a86bb0795f_acagzq.svg,1,src/pages/hb-home.js:24
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1759499225/yujo-removebg-preview_cjol1f.png,yujo-removebg-preview_cjol1f.png,exact_filename,1,yujo-removebg-preview_cjol1f.png,1,src/pages/hb-home.js:25
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1759499290/coffeatlastlgog_lsat63-removebg-preview_k5vfbh.png,coffeatlastlgog_lsat63-removebg-preview_k5vfbh.png,exact_filename,1,coffeatlastlgog_lsat63-removebg-preview_k5vfbh.png,1,src/pages/hb-home.js:28
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1762984519/IMG_0145_aswkq8.jpg,IMG_0145_aswkq8.jpg,exact_filename,1,IMG_0145_aswkq8.jpg,1,src/pages/hb-home.js:38
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1762984637/IMG_0203_ekodw2.jpg,IMG_0203_ekodw2.jpg,exact_filename,1,IMG_0203_ekodw2.jpg,1,src/pages/hb-home.js:39
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1762984754/IMG_0227_mrfdsc.jpg,IMG_0227_mrfdsc.jpg,exact_filename,1,IMG_0227_mrfdsc.jpg,1,src/pages/hb-home.js:40
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1762985462/HB_tasting_letaru_f0sh9o.png,HB_tasting_letaru_f0sh9o.png,exact_filename,1,HB_tasting_letaru_f0sh9o.png,1,src/pages/hb-home.js:890
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1762986376/Tierra-Full-Logo-Green_gxnaj6.webp,Tierra-Full-Logo-Green_gxnaj6.webp,exact_filename,1,Tierra-Full-Logo-Green_gxnaj6.webp,1,src/pages/hb-home.js:32
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1762987942/Lab-Test-Results-ML-2025-06446_ovreug.pdf,Lab-Test-Results-ML-2025-06446_ovreug.pdf,exact_filename,1,Lab-Test-Results-ML-2025-06446_ovreug.pdf,2,src/pages/lab-tests.js:22 | src/pages/lab-tests.js:23
https://res.cloudinary.com/medoptics-image-cloud/image/upload/v1762987943/Lab-Test-FA-2025-10664_copy_of2v1k.pdf,Lab-Test-FA-2025-10664_copy_of2v1k.pdf,exact_filename,1,Lab-Test-FA-2025-10664_copy_of2v1k.pdf,2,src/pages/lab-tests.js:11 | src/pages/lab-tests.js:12
